"page_title","text","url","page_url"
"Schoolgids | CBS 3sprong","","http://www.3sprong.net/cp/uploads/downloads/schoolgids(2).pdf","http://www.3sprong.net/informatie/schoolgids"
"Schoolgids | CBS 3sprong","Schoolgids 2017-2018","http://www.3sprong.net/cp/uploads/downloads/schoolgids(2).pdf","http://www.3sprong.net/informatie/schoolgids"
