"page_title","text","url","page_url"
"Schoolgids","Schoolgids Delta 2016-2018.pdf","http://www.delta.pentaprimair.nl/qsites/files/000001925/Schoolgids Delta 2016-2018.pdf","http://www.delta.pentaprimair.nl/schoolgids/"
"Schoolgids","Informatiegids 2017-2018 - zonder naw-gegevens leerlingen.pdf","http://www.delta.pentaprimair.nl/qsites/files/000001925/Informatiegids 2017-2018 - zonder naw-gegevens leerlingen.pdf","http://www.delta.pentaprimair.nl/schoolgids/"
