"page_title","text","url","page_url"
"Schoolgids/jaarplan | OBS De Gouw","Jaargids obs de Gouw 2017-2018","http://www.obsdegouw.nl/wp-content/uploads/sites/30/2017/09/Jaargids-obs-de-Gouw-2017-2018.pdf","http://www.obsdegouw.nl/schoolgids/"
"Schoolgids/jaarplan | OBS De Gouw","Centrale schoolgids obs de Gouw 2017-2018","http://www.obsdegouw.nl/wp-content/uploads/sites/30/2017/09/Centrale-schoolgids-obs-de-Gouw-2017-2018.pdf","http://www.obsdegouw.nl/schoolgids/"
"Schoolgids/jaarplan | OBS De Gouw","     ","http://www.obsdegouw.nl/wp-content/uploads/sites/30/2012/10/Schoolgids-2012-2013-definitief.pdf","http://www.obsdegouw.nl/schoolgids/"
