"page_title","text","url","page_url"
"OBS de Striepe | Informatie | Aanvragen schoolgids","Schoolgids 2017-2018 OBS De Striepe","http://obsdestriepe.nl/a/199/752199-52.pdf","http://obsdestriepe.nl/informatie/aanvragen-schoolgids/"
