"page_title","text","url","page_url"
"schoolgids | Architect","Schoolgids 2017 - 2018","http://architect.asg-almere.nl/sites/architect.asg-almere.nl/files/images/schoolgids_architect_2017-2018.pdf","http://architect.asg-almere.nl/schoolgids"
