"page_title","text","url","page_url"
"Schoolinfo - OBS de Piramide","Lees PDF","http://www.piramide-haarlem.nl/wp-content/uploads/2017/12/Schoolgids-OBS-de-Piramide-2017-2018.pdf","http://www.piramide-haarlem.nl/informatie/schoolgids/"
