"page_title","text","url","page_url"
"Sint Michaelschool Groningen","Jaargids St.Francicus 2017-2018","http://sint-michael.nl/contentfiles/michaelschoolgroningen/Document/25817/25817095.pdf","http://sint-michael.nl/informatie/jaargids.html"
"Sint Michaelschool Groningen","Jaargids St.Michaëlschool 2017-2018","http://sint-michael.nl/contentfiles/michaelschoolgroningen/Document/25817/25817092.pdf","http://sint-michael.nl/informatie/jaargids.html"
