"page_title","text","url","page_url"
"De Peppelaer | Openbare school | Haarlem | Leeromgeving | Leidseplein | Vreedzame","Schoolgids 2017-2018","http://www.obsdepeppelaer.info/ckfinder/userfiles/files/schoolgids_2017-2018.pdf","www.obsdepeppelaer.nl"
