"page_title","text","url","page_url"
"Christelijke Basisschool De Til | Thesinge | Gemeente Ten Boer - Praktische informatie","Download hier de schoolgids in pdf formaat","http://www.cbsdetil.nl/pdf/Schoolgids 2017-2018 CBS De Til.pdf","http://www.cbsdetil.nl/praktische-informatie"
