"page_title","text","url","page_url"
"Informatie | De Parel","schoolgids 201","https://www.parelhuizen.nl/userdata/file/schoolgids 2016-2017.pdf","https://www.parelhuizen.nl/informatie/_236____NL"
"Informatie | De Parel","7-2018","https://www.parelhuizen.nl/userdata/file/Schoolgids%20PCBS%20De%20Parel%202017-2018.pdf","https://www.parelhuizen.nl/informatie/_236____NL"
