"page_title","text","url","page_url"
"Schoolgids - Voor de ouders || Openbare Basisschool De Hoef & Hugo","de schoolgids van schooljaar 2017-2018.","http://www.dehoefhugo.nl/uploads/wysiwyg/Schoolgids2017-2018.pdf","http://www.dehoefhugo.nl/Voor_de_ouders/Schoolgids/"
