"page_title","text","url","page_url"
"Nieuwe leerlingen | Het Valkhof Roden | Openbare Dalton basisschool","Schoolgids","http://www.hetvalkhof.nl/wp-content/uploads/2017/05/Schoolgids-2016.pdf","http://www.hetvalkhof.nl/nieuwe-leerlingen/"
"Nieuwe leerlingen | Het Valkhof Roden | Openbare Dalton basisschool","Jaargids","http://www.hetvalkhof.nl/wp-content/uploads/2017/05/Jaargids-2016-2017.pdf","http://www.hetvalkhof.nl/nieuwe-leerlingen/"
