"page_title","text","url","page_url"
"Schoolgids | Basisschool Rapenland","Klik hier","http://mobilecms.blob.core.windows.net/appfiles/app_685/File/RP_SchoolGids_17-18_DEF.pdf","https://www.rapenland.nl/?post_type=post&p=24"
