"page_title","text","url","page_url"
"Alles over onze school | Eerste Openluchtschool voor het Gezonde Kind","hier","http://www.openluchtschool1.nl/documenten/schoolgids_2017-2018_(07JK_-_1e_OLS).pdf","http://www.openluchtschool1.nl/alles-over-onze-school/schoolgids"
"Alles over onze school | Eerste Openluchtschool voor het Gezonde Kind","Schoolgids 2017-2018","http://www.openluchtschool1.nl/documenten/schoolgids_2017-2018_%2807JK_-_1e_OLS%29.pdf","http://www.openluchtschool1.nl/alles-over-onze-school/schoolgids"
