"page_title","text","url","page_url"
"Schoolgids - Kbs De Werft","Schoolgids Kbs De Werft schooljaar 2017-2018","http://www.dewerft.nl/wp-content/uploads/sites/29/2015/04/Schoolgids-2017-2018.pdf","http://www.dewerft.nl/onze-school/schoolgids/"
