"page_title","text","url","page_url"
"CBS Immanuel | Schoolgids","schoolgids","https://cbs-immanuel.nl/a/249/751249-0d.pdf","https://cbs-immanuel.nl/schoolgids/"
"CBS Immanuel | Schoolgids","Schoolgids 2017-2018","https://cbs-immanuel.nl/a/249/751249-0d.pdf","https://cbs-immanuel.nl/schoolgids/"
