"page_title","text","url","page_url"
"Schoolgids 2017-2018 | OBS De Zoeker","Schoolgids 2017-2018","http://www.obs-de-zoeker.nl/wp-content/uploads/sites/22/2017/12/Centrale-schoolgids-20172018-def-versie.pdf","http://www.obs-de-zoeker.nl/schoolgids-2017-2018/"
