"page_title","text","url","page_url"
"Kindcentrumgids | De Kleine Akkers | Jenaplan basisschool","KINDCENTRUMGIDS De Kleine Akkers 2017-2018","http://www.kleineakkers.nl/wp-content/uploads/2018/01/KINDCENTRUMGIDS-De-Kleine-Akkers-2017-2018.pdf","http://www.kleineakkers.nl/over-de-school/filecusersgebruikerdownloadskindcentrumgids-de-kleine-akkers-2017-2018-pdf/"
"Kindcentrumgids | De Kleine Akkers | Jenaplan basisschool","kindcentrumgids","file:///C:/Users/Gebruiker/Downloads/KINDCENTRUMGIDS%20De%20Kleine%20Akkers%202017-2018.pdf","http://www.kleineakkers.nl/over-de-school/filecusersgebruikerdownloadskindcentrumgids-de-kleine-akkers-2017-2018-pdf/"
