"VESTIGINGSNUMMER","url"
"05JZ00","http://www.skowf.nl/site/gerardusmajellaschool/wp-content/uploads/sites/47/2016/08/schoolgids-Gerardus-Majella-2016-2017.pdf"
"05KA00",NA
"05KB00","https://www.rkstvitus.nl/upload/197-Schoolgids_algemeen_deel_2017-2018_VITUWIN.pdf"
"05KH00",NA
"05KK00",NA
"05KL00","http://www.kcdematrix.nl/digidact_C02/UploadData/images/26/508/0/2017-06-26--Kindcentrumgids-Matrix-2017-2018--definitief.pdf"
"05KP00","https://www.hetmozaiek-bs.nl/images/download/2017-2018/schoolgids_mozaiek_2017_2018.pdf"
"05KQ00","https://www.hetkompas.info/wp-content/uploads/2017/10/schoolgids-2017-2018-definitief.pdf"
"05KR00",NA
"05KT00",NA
"05KU00",NA
"05KW00",NA
"05KX00",NA
"05KZ00",NA
"05LB00",NA
"05LC00",NA
"05LL00","http://mobilecms.blob.core.windows.net/appfiles/app_1101/File/Schoolgids_bs_Boschakker_2017-2018.pdf"
"05LN00","https://www.basisschoolhetmozaiek.nl/syndeo_data/media/Documenten/schoolgids_2017-2018.pdf"
"05LP00","http://www.nijegaast.nl/deklimbeam/wp-content/uploads/Schoolgids-De-Klimbeam-2017-2018-PDF.pdf"
"05LQ00","https://www.cnsbalkbrug.nl/syndeo_data/media/Schoolgids_CNS_2017-2018_webversie.pdf"
"05LR00","http://accentsites.nl/site-content/uploads/sites/16/2017/06/Schoolgids-CBS-Barlo-2017-2018.pdf"
"05LS00",NA
"05LT00","http://paedwizer.nl/a/003/751003-64.pdf"
"05LU00",NA
"05LV00","https://www.deltascholen.org/delta_C03/UploadData/images/56/2361/0/Schoolgids-2017-2018.pdf"
"05LX00","http://gbsveerkracht.nl/wp-content/uploads/2016/03/Veerkracht-Schoolgids-definitief-2016-2017.pdf"
"05LY00",NA
"05LZ00","http://cbs-de-eker.nl/a/250/739250-42.pdf"
"05MA00",NA
"05MC00",NA
"05MD00","http://www.tijovaneeghen.nl/project/userfiles//SCHOOLGIDS_17_18_.pdf"
"05MG00",NA
"05MH00","http://www.cbs-wegwijzer-bellingwolde.picto.nl/images/170916_Schoolgids_2017-2018_def_compressed.pdf"
"05MI00",NA
"05MK00",NA
"05ML00",NA
"05MT00","http://schepershoek.nl/images/_documenten/Schoolgids.pdf"
"05MX00",NA
"05MY00",NA
"05NA00","http://www.sjaloomdalfsen.nl/uploads/schoolgids 2017 2018 .compressed.pdf"
"05NI00",NA
"05NJ00","http://www.pcbodantumadeel.nl/qsites/files/000002754/website/actueel/informatiegids_passend_onderwijs_2014_vs2.pdf"
"05NM00",NA
"05NN00",NA
"05NO00","http://www.cavalje.cnsede.nl/Portals/42/docs/Schoolgids%202014-2015%20tekst_passendonderwijs.pdf"
"05NP00",NA
"05NP01",NA
"05NQ00","http://www.cbs-mensoalting.nl/upload/paterswolde/Schoolgids 2014.pdf"
"05NQ01","http://www.cbsderietzanger.nl/upload/terborch/deRietzanger Schoolgids 2016-2018.pdf"
"05NS00",NA
"05NT00","http://www.sterrenpaletvco.nl/wp-content/uploads/2014/10/Schoolgids-SP-2017-2018.pdf"
"05NU00",NA
"05NW00",NA
"05NY00","http://pcborehoboth.nl/a/468/751468-c2.pdf"
"05OC00","http://cdskompas.nl/2017/wp-content/uploads/2015/09/20171013-schoolgids-20172018-t-Kompas-def.pdf"
"05OD00",NA
"05OJ00","http://www.prinsconstantijngoor.nl/wp-content/uploads/2014/11/Prins-Constantijnschool-Goor-schoolgids-2017-2018.pdf"
"05OK00",NA
"05OM00",NA
"05OM01","https://www.pcbschoof.nl/wp-content/uploads/2017/08/20170718Schoolgids-Schoof-2017-2018.pdf"
"05ON00","http://bs-adelbrecht.nl/uploads/files/schoolgids20152019.pdf"
"05OR00","http://www.jankuipers.pentaprimair.nl/qsites/files/000001906/Jaargids 2017 2018 website.pdf"
"05OS00","https://cpobcbsgoudenstein-live-9d7ba213c9b14c-2831834.aldryn-media.com/files/cpob_cbsgoudenstein/schoolgids_2016-2017.pdf"
"05OU00",NA
"05OV00",NA
"05OW00","https://cbsdewinde.nl/a/527/745527-41.pdf"
"05OZ00",NA
"05PA00",NA
"05PC00","http://www.johannespostschool.nl/bestanden/459047/2017-2018-schoolgidsJP-def.pdf"
"05PD00",NA
"05PF00","http://www.prsjulianaschool.nl/files/Schoolgids-2016-2017.pdf"
"05PH00",NA
"05PJ00","https://cpobkievitsheuvel-live-ec389c0bd5d5489-8778efd.aldryn-media.com/files/Schoolgids%20KVH%202017-2018.pdf"
"05PK00",NA
"05PM00",NA
"05PO00",NA
"05PQ00","https://www.hoogengraven.nl/syndeo_data/media/schoolgids/Schoolgids_2017-2018.pdf"
"05PR00","http://pco-n.nl/images/downloads/pco-n/schoolgids_algemene_deel_juli_2013.pdf"
"05PS00","http://pco-n.nl/images/downloads/pco-n/schoolgids_algemene_deel_juli_2013.pdf"
"05PU00",NA
"05PV00",NA
"05PX00","https://detrieme-meilan.nl/friksbeheer/wp-content/uploads/2017/06/Schoolgids-2017-2018-1.pdf"
"05QA00","http://www.vdwendeschool-kampen.nl/files/2017-2018/Schoolgids_2017-2018.pdf"
"05QB00","http://www.dezaaier-kamperveen.nl/files/Schoolgids_2016-2017_De_Zaaier.pdf"
"05QD00","http://www.demorgenster.nu/sites/default/files/SchoolgidsMorgenster2017-2018-DEFlr.pdf"
"05QE00",NA
"05QF00","http://groeneborg.pentaprimair.nl/qsites/files/000001908/2017-2019 schoolgids SWS De Groene Borg.pdf"
"05QJ00",NA
"05QK00",NA
"05QM00",NA
"05QN00",NA
"05QO00",NA
"05QS00","http://www.cbs-sjaloomschool.picto.nl/images/versie%20definitief%20schoolgids%20sjaloom%202013-2014.pdf"
"05QV00","http://www.cbsschakel.nl/files/SCHOOLGIDS-2017-2018.pdf"
"05QW00",NA
"05RB00","http://www.kisveldvco.nl/wp-content/uploads/2016/01/deel-2-van-de-schoolgids-2017-2018.pdf"
"05RC00",NA
"05RD00",NA
"05RE00",NA
"05RG00","https://www.schoolnta.nl/docs/Schoolgids 2017-2018_A.pdf"
"05RM00","http://www.nijegaast.nl/deklimbeam/wp-content/uploads/Schoolgids-De-Klimbeam-2017-2018-PDF.pdf"
"05RN00","http://www.debroncbs.nl/downloads/schoolgids20142015[0].pdf"
"05RO00",NA
"05RR00",NA
"05RS00","https://ebenhaezer-meilan.nl/friksbeheer/wp-content/uploads/2017/08/Schoolgids-Eben-Haëzer-2017-2018.pdf"
"05RT00","http://www.ehsoostkapelle.nl/bestanden/463971/Schoolgids-2017-2018.pdf"
"05RV00","http://www.korenaar.nl/SiteCollectionDocuments/Schoolgids%202017-2018%20Korenaar%20def.pdf"
"05RW00",NA
"05RX00",NA
"05RY00","https://detarissing-meilan.nl/friksbeheer/wp-content/uploads/2017/09/Schoolgids-1718.pdf"
"05RZ00","http://www.cbs-7sprong.picto.nl/images/DL_Schoolgids_2016-2017.pdf"
"05SC00",NA
"05SE00","http://www.deakkerpesse.nl/downloads/schoolgidsdeakker.pdf"
"05SG00",NA
"05SI00",NA
"05SJ00",NA
"05SL00",NA
"05SM00",NA
"05SO00","http://www.deborgwal.nl/Portals/283/docs/schoolgids%20%202016-2017.pdf"
"05SP00","http://zandbaan.nl/files/schoolgids.pdf"
"05SX00",NA
"05SY00","http://www.annewieke.nl/Portals/765/adam/Content/fNHMKeMQtk-Tzo4iVLBlQQ/Link/schoolgids 2017-2018.pdf"
"05SZ00","http://www.gbsdewiekslag.nl/wp-content/uploads/schoolgids-2017-2018-gbs-de-wiekslag-1-2.pdf"
"05TE00","http://www.cbshetgebint.nl/gebintWP/wp-content/uploads/2016/05/Schoolgids-2017-2018.pdf"
"05TF00",NA
"05TH00","http://www.nijegaast.nl/deklimbeam/wp-content/uploads/Schoolgids-De-Klimbeam-2017-2018-PDF.pdf"
"05TL00",NA
"05TM00","http://www.nijegaast.nl/deklimbeam/wp-content/uploads/Schoolgids-De-Klimbeam-2017-2018-PDF.pdf"
"05TN00","http://cbsdevaart.nl/contentfiles/cbsdevaart/Document/27900/27900246.pdf"
"05TN01",NA
"05TO00","http://www.cbsdefontein.net/docs/school/Schoolgids%20de%20fontein%202017-2018.pdf"
"05TR00",NA
"05TS00",NA
"05TT00","http://www.magdalon.nl/wp-content/uploads/2016/03/Schoolgids-2015-19-NIEUW.pdf"
"05TU00",NA
"05TV00","https://www.aandevijver.fortior.nl/bestanden/456656/SadV---schoolgids-2017-2018-deel-2.pdf"
"05TW00","http://www.schakelvinkeveen.nl/wp-content/uploads/2017/03/Schoolgids-2017-2018-webversie.pdf"
"05TY00",NA
"05TZ00",NA
"05UE00","http://www.bsdegoedeherder.nl/images/bestanden/8428-Schoolgids CBS De Goede Herder 05UE 2017-2018.pdf"
"05UF00","http://www.vanmaasschool.nl/misc/kalender-schoolgids.pdf"
"05UG00",NA
"05UK00","http://accentsites.nl/site-content/uploads/sites/13/2017/09/schoolgids-website.pdf"
"05UL00",NA
"05UM00",NA
"05UN00","http://www.de-rank.nl/syndeo_data/media/Afbeeldingen_Ingrid_G_16-17/pdf_16-17/Agora_Gids_2016-2017.pdf"
"05UO00",NA
"05UR00","http://www.wegwijzer.pentaprimair.nl/qsites/files/000002146/schoolgids/20170926 schoolgids 2017-2018.pdf"
"05US00",NA
"05UT00",NA
"05UU00",NA
"05UW00","http://www.cbsdearke.nl/pam/custom/files/schoolgids.pdf"
"05UX00",NA
"05UY00","http://www.itfunemint.nl/images/downloads/Schoolgids%202017-2018%20def.pdf"
"05VA00",NA
"05VC00","http://deakkerwal.nl/wp-content/uploads/tekstschoolgids-2017-2018-met-voorkant1.pdf"
"05VD00",NA
"05VJ00",NA
"05VK00","http://www.cbs-de-wegwijzer.picto.nl/images/schoolgids2015-2016docx.pdf"
"05VM00","http://www.smdbzuilichem.nl/bestanden/463383/schoolgids-2017-2018.pdf"
"05VO00","http://www.pallasatheneschool.nl/wp-content/uploads/2017/10/Schoolgids-2017-2018.pdf"
"05VO01",NA
"05VP00",NA
"05VR00",NA
"05VR02",NA
"05VS00","http://www.vankinsbergenschool.nl/uploads/8/2/2/3/82236750/schoolgids_2017-2018.pdf"
"05VT00",NA
"05WD00","https://www.dhms.nl/wp-content/uploads/2017/05/Schoolgids-HMS-2017-2018-def.pdf"
"05WG00","http://www.hsv1909.nl/Portals/998/docs/Documenten/Schoolgids.pdf"
"05WH00",NA
"05WI00",NA
"05WJ00","http://www.flevoschool.nl/wp-content/uploads/2016/05/Schoolgids-1-document-nieuw-logo.pdf"
"05WK00","http://www.montessorilaren.nl/uploads/6/1/0/1/6101167/schoolgids_2016_2017_per_18_juli.docx.pdf"
"05WL00","http://www.arke-nijbeets.nl/dynamic/media/33/documents/schoolgids%20arke%202017%202018.pdf"
"05WR00",NA
"05WT00","http://www.bsoudendijk.nl/../files/files/Schoolgids 20172018 def..pdf"
"05WU00","http://www.zsv-zeist.nl/wp-content/uploads/2017/12/170623-DEF-Vaste-deel-Schoolgids-2015-2019.pdf"
"05WV00",NA
"05WZ00",NA
"05XB00","http://www.cbs-deparel.picto.nl/images/schoolgids-2017-2018.pdf"
"05XC00","http://www.cbsdelindenborgh.nl/upload/25-Schoolgids_2017-2018.pdf"
"05XD00",NA
"05XE00",NA
"05XF00","http://www.dezaaier.info/docs/school_beleidsdocumenten_schoolgids 2017-2018.pdf"
"05XH00","http://www.tarissing-spannum.nl/images/downloads/2017-2018/05XH%20D_Tarissing%20Schoolgids%202017-2018.pdf"
"05XI00","http://www.paadwizer-parrega.nl/images/downloads/schoolgids20172018Parrega.pdf"
"05XQ00",NA
"05XR00",NA
"05XW00","https://www.bredeschooldespringplank.nl/syndeo_data/media/Springplank_Schoolgids_2016-2017.pdf"
"05XX00","http://rozengaardsweide.nl/bijlagen/schoolgids%20deel%202_2011_2012.pdf"
"05YA00",NA
"05YC00","http://www.obs-debrink.nl/bestanden/456126/Schoolgids-OBS-de-Brink-2017-2018-definitief-%281%29.pdf"
"05YC01",NA
"05YD00",NA
"05YK00",NA
"05YL00","http://www.cbsdepaadwizer.nl/upload/files/schoolgids-2015-2016.pdf"
"05YP00",NA
"05YQ00","http://obsderegenboogdinteloord.nl/wp-content/uploads/2016/11/Schoolgids-obs-De-Regenboog-2016-2017-4.pdf"
"05YR00",NA
"05YS00",NA
"05YT00",NA
"05YW00",NA
"05ZE00","https://www.obsdenvelde.nl/syndeo_data/media/schoolgids/Schoolgids_2014-2015_OBS_Den_Velde_14082014.pdf"
"05ZG00","http://wroog.web2work.nl/Portals/794/Docs/RAVELIJN%20Schoolgids.pdf"
"05ZH00",NA
"05ZI00",NA
"05ZQ00","http://lispeltuut.net/wp-content/uploads/sites/11/2017/10/Schoolgids-Lispeltuut-2017-2018.pdf"
"05ZR00",NA
"05ZS00","https://www.zuidwend.nl/wp-content/uploads/2014/09/Schoolgids-Website-GGD.pdf"
"05ZT00",NA
"05ZU00",NA
"05ZV00",NA
"05ZW00",NA
"05ZW01",NA
"05ZX00",NA
"05ZY00",NA
"05ZZ00",NA
"06AF00",NA
"06AG00","https://www.martum.nl/syndeo_data/media/Schoolgids_2017_2018.pdf"
"06AI00","https://www.de-noordster.nl/images/onze_school/onze_schoolgids/Schoolgids%202017-2018.pdf"
"06AL00","http://www.opwier.nl/bestanden/463759/2017-03-09_schoolgids_2017-2018-OW.pdf"
"06AM00",NA
"06AN00","https://www.nieuweschool.nu/../uploads/visie%20en%20schoolgidsen/Nieuweschool%20missie%20visie.pdf"
"06AO00",NA
"06AP00",NA
"06AQ00",NA
"06AY00","https://www.janhekmanschool.nl/syndeo_data/media/schoolgids_2017-2018_def.pdf"
"06BA00","http://www.1000-poot.nl/ouders/../documenten/Schoolgids%2017-18%20OBS%20de%20Duizendpoot%2006BA%20definitief%20voor%20inspectie.pdf"
"06BA03","http://www.1000-poot.nl/ouders/../documenten/Schoolgids%2017-18%20OBS%20de%20Duizendpoot%2006BA%20definitief%20voor%20inspectie.pdf"
"06BB00",NA
"06BC00",NA
"06BD00","http://www.obsdecocon.nl/uploads/Schoolgids%20OBS%20de%20Cocon%202017-2019.pdf"
"06BH00",NA
"06BM00",NA
"06BO00",NA
"06BP00","http://www.obsdemolenberg.nl/Portals/0/School/Schoolgids%202017-2018-Def.pdf"
"06BQ00","https://obs-de-piramide.nl/wp-content/uploads/2018/01/Schoolgids-2017-2018.pdf"
"06BR00","https://www.anwende.nl/syndeo_data/media/schoolgids/Schoolgids_De_Anwende_definitief.pdf"
"06BV00",NA
"06BX00","http://www.obsbrakel.nl/pdf/2017-2018/schoolnieuws/schoolgids brakel 2017-2018.pdf"
"06BY00","http://obs-schakel.nl/ouders/assets/templates/schakel/files/documents/Diversen/schoolgids 2016-2017.pdf"
"06CI00",NA
"06CK00",NA
"06CN00",NA
"06CO00","http://regenboog-breukelen.nl/wp-content/uploads/2016/11/schoolgids1617.pdf"
"06CP00",NA
"06CQ00",NA
"06CQ01",NA
"06CS00","http://mobilecms.blob.core.windows.net/appfiles/app_1648/GenericList/Schoolgids_2017-2018.pdf"
"06CS01",NA
"06CT00",NA
"06CU00",NA
"06CX00","http://www.debogerd.net/uploads/brochure/schoolgids 2016-2019.pdf"
"06CZ00","https://www.baayaert.nl/syndeo_data/media/schoolgids/Schoolgids_2017-2018.pdf"
"06DD00","http://www.obsnoordewier.nl/bestanden/459441/Schoolgids-2017-2018-Noordewier-Rasquert.pdf"
"06DE00","http://www.hetwold.nl/bestanden/460047/Schoolgids-2017-2018_compleet.pdf"
"06DF00",NA
"06DG00","https://www.obsdenoordkaap.nl/informatie/informatie-downloads/downloads/9942-Schoolgids 17 18.pdf"
"06DH00",NA
"06DM00",NA
"06DN00","https://bethelnhswaddinxveen-live-305a3208dd5c-4d501d8.aldryn-media.com/files/17_1079_BET.001%20schoolgids%20Bethelschool%202017-2018%20def%20-ADR%20%5BWEB%5D.pdf"
"06DV00","http://bronwezep.nl/assets/uploads/files/150/schoolgids_de_bron_2016-2017.pdf"
"06DW00",NA
"06DX00","http://ichthusbaambrugge.nl/images/_documenten/schoolgids_2017-2018.pdf"
"06DY00","https://rehobothzeist-live-8fcde4465ef54964a157-6463ea5.aldryn-media.io/files/Schoolgids%202017%202018.pdf"
"06DZ00","http://www.kerneel.nl/bestanden/465525/Schoolgids-2017-2018-Versie-6.pdf"
"06EA00",NA
"06EB00","http://www.gbsrehoboth.com/wp-content/uploads/2012/03/schoolgids-2017-2018-rehoboth-definitief1.pdf"
"06EC00","http://www.deprincenhof.nl/wp-content/uploads/schoolgids-gbs-de-princenhof-2017-2018.pdf"
"06ED00",NA
"06EE00","https://www.hfschool.nl/sites/all/files/default/schoolgids_hf_2017-2018_website.pdf"
"06EF00","http://www.meidoornschool.nl/wp-content/uploads/2016/03/Schoolgids-2017-2018.pdf"
"06EH00","http://www.biekorf.nl/wp-content/uploads/2017/07/schoolgids-Basisschool-De-Biekorf-17-18.pdf"
"06EI00","http://www.cbsdebrug.nl/wp-content/uploads/2017/10/Schoolgids-17-18-klein.pdf"
"06EJ00","http://dekoningsschool.nl/wp-content/uploads/2017/11/Schoolgids-2017-2018.pdf"
"06EK00",NA
"06EL00",NA
"06EM00","http://www.ebenhaezer-kadoelen.nl/wp-content/uploads/2013/03/schoolgids-SJK-2012-2013-web.pdf"
"06EN00",NA
"06EO00",NA
"06EP00",NA
"06EQ00","http://www.wvobrakel.nl/bestanden/455258/20170418--Schoolgids-17-18-WvO-Brakel-binnenwerk.pdf"
"06EU00",NA
"06EV00","https://www.rootselaarschool.nl/syndeo_data/media/Informatiegids_2017-2018.pdf"
"06EX00",NA
"06EY00",NA
"06FA00","https://www.sggkrimpen.nl/vvogg/downloads/SCHOOLGIDS%202017-2018%20DE%20RUYTER.zonder%20NAW.pdf"
"06FB00","http://www.cbs-dewegwijzer.net/wp-content/uploads/Schoolgids-CBS-De-Wegwijzer-Heukelum-2015-2019-schooljaar-2016-2017.pdf"
"06FF00",NA
"06FI00",NA
"06FJ00","http://www.jvanstolbergschool.org/school/../documenten/schoolgids1718.pdf"
"06FK00","https://www.ikc-detriviant.nl/bestanden/151/Schoolgids-2016-2017-IKC-de-triviant.pdf"
"06FM00","http://zevensprong.nl/wp-content/uploads/2012/11/schoolgids-2017-2018-1.pdf"
"06FO00","http://www.rankvianen.nl/PortDocForm/algemeen/schoolgids.pdf"
"06FR00",NA
"06FT00","http://www.basisschool-marcoen.nl/wp-content/uploads/2010/11/Schoolgids-Marcoen-2017-2018.pdf"
"06FU00",NA
"06FV00",NA
"06FW00","https://www.destartbaan.fortior.nl/bestanden/437239/BS-De-Startbaan---Schoolgids-deel-A-2016-2018.pdf"
"06FY00","http://www.bijenkorf.info/de-bijenkorf/Schoolgids/../../../../bestanden/files/fc591f973c2efc4f28eb5957e3720d6d35cefe63.pdf"
"06GB00","https://www.jozefschool-hillegom.nl/sophia_C01/UploadData/images/13/495/0/Schoolgids-De-Jozefschool-52016_2017sept.pdf"
"06GD00",NA
"06GE00","http://www.berkelbasisonderwijs.nl/userfiles/file/schoolgids Berkel 17-18 v5.pdf"
"06GH00","https://www.bsklinkert.nl/bestanden/462937/Schoolgids-De-Klinkert-17-18.pdf"
"06GK00",NA
"06GL00","https://wumkesskoalle-meilan.nl/friksbeheer/wp-content/uploads/2012/12/Schoolgids-2017-2018.pdf"
"06GN00","https://ksumarcus-live-d6eba73fce014078a4ed43d9-5eb768f.aldryn-media.io/files/Schoolgids%202017-2018.pdf"
"06GN01",NA
"06GP00","http://rkantonius.nl/wp-content/uploads/2017/01/Schoolgids-2017-2018-final-site.pdf"
"06GR00",NA
"06GS00","http://www.kbsdeplataan.schoolsunited.info/syndeo_data/media/protocollen/SCHOOLGIDS_2017-2018_.pdf"
"06GU00",NA
"06GV00","https://www.calvijnschool.info/docs/Schoolgids 2017-2018 - webversie.pdf"
"06GW00",NA
"06HC00",NA
"06HD00","http://www.cnsdegroenling.nl/files/20170914_stichting_iris_groenling_schoolgids_20172018_interactief2.pdf"
"06HE00",NA
"06HG00",NA
"06HI00","http://www.hetspectrumhoorn.nl/content/9034/download/clnt/71289_Schoolgids.pdf"
"06HJ00","http://www.deschakel-dokkum.nl/wp-content/uploads/2018/01/schoolgids-gbs-de-schakel-2017-2018.pdf"
"06HK00",NA
"06HL00",NA
"06HM00","http://www.kindcentrumhettimpaan.nl/images/documenten/20170616_schoolgids1718-H1.pdf"
"06HN00","http://www.depoorte.nl/ckfinder/Images/files/20170801_De%20Poorte%2006HN%20schoolgids(6).pdf"
"06HO00","https://www.schoolpraat-app.nl/phpimg/1d360bfac32c766e497/schoolgids.pdf"
"06HP00","http://octaafassen.nl/contentfiles/octaafassen/Document/30221/30220558.pdf"
"06HT00",NA
"06HU00",NA
"06HV00",NA
"06HW00","http://mobilecms.blob.core.windows.net/appfiles/app_1676/GenericList/Schoolgids_St._Caecilia_2017-2018.pdf"
"06HZ00","http://cbsdewingerd.nl/contentfiles/cbsdewingerd/Document/30925/30925403.pdf"
"06IA00","http://mobilecms.blob.core.windows.net/appfiles/app_1646/GenericList/schoolgids_de_Cocon_2017-2018.pdf"
"06IE00","http://www.zonzeel.nl/wp-content/uploads/2017/12/20171024-schoolgids-2017-2018.pdf"
"06IH00","http://www.demeulenrakkers.nl/images/pdf_buttons/schoolgids.pdf"
"06IK00","http://www.bsdespindel.nl/casamilauploads/Schoolgids basisschool de Spindel 2016-2017.pdf"
"06IL00","https://www.franciscusschoolbennebroek.nl/syndeo_data/media/2017-2018_Jaarkalender_ouders.pdf"
"06IN00",NA
"06IP00",NA
"06IR00",NA
"06IS00","http://www.lindenlommer.nl/Schoolgids%202016-2017%20definitief.pdf"
"06IT00","http://www.bsdegriffioen.nl/wp-content/uploads/sites/12/2014/10/06IT-S11A-Schoolgids-Kbs-De-Griffioen-2017-2018-V3.pdf"
"06IU00","http://www.pcbs-librije.nl/templates/media/upload/38144-06IU-Schoolgids-2017-2018_DEF-WEBversie-23-7-2017.pdf"
"06IW00","http://www.willemteellinckschool.nl/wp-content/uploads/2017/07/Schoolgids-2015-2019.pdf"
"06IX00","https://devink-live-dd52e7f6c3e64617908810850c-99f7876.aldryn-media.com/files/Schoolgids%202017-2018.pdf"
"06IY00",NA
"06IZ00",NA
"06JC00","http://www.rietslenke.nl/images/Informatiegids_2017-2018.pdf"
"06JD00",NA
"06JE00",NA
"06JF00","http://www.kbsrietkraag.nl/bestanden/460959/Schoolgids-KBS-De-Rietkraag-2017-2018.pdf"
"06JG00","http://www.dsdebron.nl/wp-content/uploads/2017/11/schoolgids-2017-2018-def..pdf"
"06JL00",NA
"06JN00","https://www.bsbesoyen.nl/images/pdf/Jaardeel_schoolgids_2014-2015_ouders.pdf"
"06JO00","http://theresiaboukoul.nl/wp-content/uploads/Schoolgids-2017-2018-Basisschool-St.-Theresia.pdf"
"06JP00",NA
"06JQ00",NA
"06JS00","https://bsdeleeuwerik.nl/wp-content/uploads/2017/10/schoolgids2017-2018bsdeleeuwerik.pdf"
"06JT00",NA
"06JV00",NA
"06JW00",NA
"06JY00","https://www.antoniusmarienheem.nl/syndeo_data/media/schoolgids_2017_2018.pdf"
"06JZ00",NA
"06KA00",NA
"06KB00","http://neerhofzevenbergen.nl/wordpress/wp-content/uploads/2016/10/Klachtenregeling.pdf"
"06KC00","https://www.bongerdvenray.nl/bestanden/457242/schoolgids-2017-2018-ACTUEEL.pdf"
"06KE00",NA
"06KF00","https://cdn1.hetbaken-nijkerk.nl/uploads/Editor/schoolgids-2017-2018-definitief.pdf"
"06KG00","http://www.bs-opdeheuvel.nl/schoolinformatie/schoolgids/fileadmin/bestanden/PDF/Schoolgids_2014-2015_-_Inhoud.pdf"
"06KH00",NA
"06KK00",NA
"06KL00",NA
"06KM00",NA
"06KN00","https://www.ebenhaezerschool.nl/files/Documenten/schoolgids_16-17.pdf"
"06KO00",NA
"06KO02",NA
"06KS00",NA
"06KT00","http://www.medardus.nl/wp-content/uploads/2015/10/Kleine-Schoolgids-Wessem-2017-2018.pdf"
"06KV00","https://www.zwijsenkerkdriel.nl/syndeo_data/media/Schoolgids_2017-2018_met_ondertekening.pdf"
"06KW00",NA
"06KY00",NA
"06LA00",NA
"06LB00","https://violier.kerobei.nl/content/Violier/docs/schoolgids_2017-2018_.pdf"
"06LC00",NA
"06LD00",NA
"06LF00",NA
"06LG00","http://www.rkpwa.nl/site/assets/files/1100/schoolgids_2017_2018.pdf"
"06LH00","https://www.hgerardus.nl/upload/326-Schoolgids.pdf"
"06LI00","http://www.janbunnikschool.nl/bestanden/382499/Schoolgids-JB-2015-2016.pdf"
"06LJ00",NA
"06LL00",NA
"06LM00","http://www.debiezen.nl/2078/Downloads/2078/schoolgidsDeBiezen2015-2019updatesept2016.pdf"
"06LO00",NA
"06LQ00",NA
"06LR00","http://www.gbs-deschakel.nl/Media/view/20063/De+Schakel_schoolgids_20172018def.pdf"
"06LT00",NA
"06LV00","http://demarkegieten.nl/contentfiles/demarkegieten/Document/22887/22887238.pdf"
"06LW00",NA
"06LX00",NA
"06LY00",NA
"06LZ00",NA
"06MA00","http://www.vuurvlinder-skovv.nl/Portals/225/docs/Schoolgids%202014-2015/School%20Ondersteunings%20Profiel%202014%20Vuurvlinder.pdf"
"06MB00",NA
"06MC00",NA
"06MD00","https://www.skowf.nl/site/bavoschool/wp-content/uploads/sites/31/2017/07/Schoolgids-2017-2018.pdf"
"06ME00","http://www.bs-zonnebloem.nl/bestanden/432370/SCHOOLGIDS-DE-ZONNEBLOEM-2016-2017.pdf"
"06MF00","http://www.qliqprimair.nl/de-vlier/wp-content/uploads/sites/12/2016/01/Schoolgids-2017-2018a.pdf"
"06MH00",NA
"06MI00",NA
"06MJ00","http://77.95.249.48/WEBFORIA_PF/admin/MijnDocumenten/Downloads/Schoolgids.pdf"
"06MM00","https://www.weisterbeek.nl/schoolgids.pdf"
"06MS00",NA
"06MU00","https://www.tbschool.schoolsunited.info/syndeo_data/media/schoolgids/schoolgids_Titus_Brandsma_1718.pdf"
"06MV00",NA
"06MW00",NA
"06MY00",NA
"06MZ00",NA
"06NB00","http://www.gbshetmozaiek.nl/wp-content/uploads/2012/03/schoolgids-2017-2018-het-mozaiek.pdf"
"06NC00","http://www.aloysgs.nl/syndeo_data/media/aloysius/ab/schooljaar2013-2014/documenten/schoolgids_jaar_2013-2014.pdf"
"06NE00",NA
"06NG00",NA
"06NH00",NA
"06NI00","https://de-adelaar-nl.cms-point.nl/upload/files/Schoolgids_2017-2018_Adelaar.pdf"
"06NJ00",NA
"06NL00","http://heeckeren.nl/wp-content/uploads/2017/09/Bs-Heeckeren-Schoolgids-2017-18.pdf"
"06NM00",NA
"06NN00",NA
"06NN02",NA
"06NN03","https://brandsmaschool.nl/media/downloads/schoolgids/Schoolgids_2016-2017_Brandsmaschool.pdf"
"06NR00",NA
"06NS00","http://www.bswegwijzer.nl/bestanden/454195/20170718-Schoolgids-2017-2018-BS-De-Wegwijzer-.pdf"
"06NU00","https://www.pcbobydeboarne.nl/files/bijlagen/2017-2018 schoolgids By de Boarne.pdf"
"06NY00","http://www.cbshetkompas.net/wp-content/uploads/ABCgids2017-2018-aug-2017.pdf"
"06NZ00","http://www.gomarusschool.nl/bestanden/421127/Schoolgids-2016-2017.websiteversiepdf.pdf"
"06OA00",NA
"06OD00","http://www.prisma-scholen.nl/wp-content/uploads/2010/12/bovenschoolse-info-naar-ouders-20-juni-2013.pdf"
"06OF00","http://www.qliqprimair.nl/st-trudo/wp-content/uploads/sites/10/2017/12/SCHOOLGIDS-2017-2018.pdf"
"06OH00","http://www.matthiasschool.nl/SamenwerkingsverbandWEB/download/3587Schoolgids-2017-2018.pdf"
"06OJ00","https://www.bsmaaskopkes.nl/images/2017-06-28_Schoolgids_Maaskopkes_2017-2018.pdf"
